variant,pattern,n,max_run_len,iter,comparisons,time_ns
runs,random_asc_runs,50000,64,16,494414,926879
runs,random_asc_runs,50000,64,17,498260,902975
runs,random_asc_runs,50000,64,18,493031,805859
runs,random_asc_runs,50000,64,19,496600,778968
runs,random_asc_runs,50000,64,20,496103,730068
runs,random_asc_runs,50000,64,21,495144,756033
runs,random_asc_runs,50000,64,22,495052,736560
runs,random_asc_runs,50000,64,23,495806,737507
runs,random_asc_runs,50000,64,24,495234,764563
runs,random_asc_runs,50000,64,25,495912,747316
runs,random_asc_runs,50000,64,26,496220,708963
runs,random_asc_runs,50000,64,27,497388,745475
runs,random_asc_runs,50000,64,28,497081,786043
runs,random_asc_runs,50000,64,29,497327,759956
vanilla,random_desc_runs,50000,64,0,620657,977233
vanilla,random_desc_runs,50000,64,1,621650,1008941
vanilla,random_desc_runs,50000,64,2,622206,1023664
vanilla,random_desc_runs,50000,64,3,621327,983758
vanilla,random_desc_runs,50000,64,4,619398,938132
vanilla,random_desc_runs,50000,64,5,619997,1040890
vanilla,random_desc_runs,50000,64,6,622009,1365709
vanilla,random_desc_runs,50000,64,7,624106,1225226
vanilla,random_desc_runs,50000,64,8,622345,1305050
vanilla,random_desc_runs,50000,64,9,622438,1273002
vanilla,random_desc_runs,50000,64,10,622121,1251279
vanilla,random_desc_runs,50000,64,11,621785,1226327
vanilla,random_desc_runs,50000,64,12,621266,1606625
vanilla,random_desc_runs,50000,64,13,621044,1126787
vanilla,random_desc_runs,50000,64,14,620917,1414785
vanilla,random_desc_runs,50000,64,15,620572,1244083
vanilla,random_desc_runs,50000,64,16,619961,1267888
vanilla,random_desc_runs,50000,64,17,619662,1265848
vanilla,random_desc_runs,50000,64,18,622730,1223374
vanilla,random_desc_runs,50000,64,19,624254,1209973
vanilla,random_desc_runs,50000,64,20,619859,1221578
vanilla,random_desc_runs,50000,64,21,621884,1220960
vanilla,random_desc_runs,50000,64,22,622464,1235828
vanilla,random_desc_runs,50000,64,23,621474,1260812
vanilla,random_desc_runs,50000,64,24,619053,1215229
vanilla,random_desc_runs,50000,64,25,624174,1073787
vanilla,random_desc_runs,50000,64,26,622920,1037627
vanilla,random_desc_runs,50000,64,27,621205,964549
vanilla,random_desc_runs,50000,64,28,622987,980143
vanilla,random_desc_runs,50000,64,29,621128,960283
runs,random_desc_runs,50000,64,0,496152,789228
runs,random_desc_runs,50000,64,1,493891,753422
runs,random_desc_runs,50000,64,2,495584,746445
runs,random_desc_runs,50000,64,3,498485,754677
runs,random_desc_runs,50000,64,4,493514,784831
runs,random_desc_runs,50000,64,5,495071,780907
runs,random_desc_runs,50000,64,6,494991,756937
runs,random_desc_runs,50000,64,7,499791,774129
runs,random_desc_runs,50000,64,8,498380,754876
runs,random_desc_runs,50000,64,9,497561,850174
runs,random_desc_runs,50000,64,10,495450,802762
runs,random_desc_runs,50000,64,11,494794,800139
runs,random_desc_runs,50000,64,12,496247,805253
runs,random_desc_runs,50000,64,13,496277,842194
runs,random_desc_runs,50000,64,14,495280,789646
runs,random_desc_runs,50000,64,15,496034,796965
runs,random_desc_runs,50000,64,16,494546,768178
runs,random_desc_runs,50000,64,17,496230,785878
runs,random_desc_runs,50000,64,18,497242,987770
runs,random_desc_runs,50000,64,19,499252,978424
runs,random_desc_runs,50000,64,20,492176,948569
runs,random_desc_runs,50000,64,21,495865,851893
runs,random_desc_runs,50000,64,22,495104,957792
runs,random_desc_runs,50000,64,23,494504,959457
runs,random_desc_runs,50000,64,24,496206,961804
runs,random_desc_runs,50000,64,25,500195,977653
runs,random_desc_runs,50000,64,26,498223,971326
runs,random_desc_runs,50000,64,27,496422,968659
runs,random_desc_runs,50000,64,28,497708,1003265
runs,random_desc_runs,50000,64,29,495604,945614
vanilla,random_mixed_runs,50000,64,0,622064,1276209
vanilla,random_mixed_runs,50000,64,1,619630,1440078
vanilla,random_mixed_runs,50000,64,2,619663,1280947
vanilla,random_mixed_runs,50000,64,3,621883,1210425
vanilla,random_mixed_runs,50000,64,4,621127,1250871
vanilla,random_mixed_runs,50000,64,5,617572,1258300
vanilla,random_mixed_runs,50000,64,6,619525,1277398
vanilla,random_mixed_runs,50000,64,7,619296,1336879
vanilla,random_mixed_runs,50000,64,8,621826,1401946
vanilla,random_mixed_runs,50000,64,9,620510,1170904
vanilla,random_mixed_runs,50000,64,10,621586,1050313
vanilla,random_mixed_runs,50000,64,11,619548,1113297
vanilla,random_mixed_runs,50000,64,12,621984,1029429
vanilla,random_mixed_runs,50000,64,13,620865,1113507
vanilla,random_mixed_runs,50000,64,14,621424,1080962
vanilla,random_mixed_runs,50000,64,15,620683,1071032
vanilla,random_mixed_runs,50000,64,16,621814,1074052
vanilla,random_mixed_runs,50000,64,17,622101,987770
vanilla,random_mixed_runs,50000,64,18,621882,1001634
vanilla,random_mixed_runs,50000,64,19,621961,989897
vanilla,random_mixed_runs,50000,64,20,618990,1003154
vanilla,random_mixed_runs,50000,64,21,621793,989103
vanilla,random_mixed_runs,50000,64,22,620610,1018870
vanilla,random_mixed_runs,50000,64,23,621324,2664485
vanilla,random_mixed_runs,50000,64,24,621096,1835739
vanilla,random_mixed_runs,50000,64,25,621728,1924141
vanilla,random_mixed_runs,50000,64,26,619622,1376024
vanilla,random_mixed_runs,50000,64,27,622702,1313062
vanilla,random_mixed_runs,50000,64,28,619505,1247521
vanilla,random_mixed_runs,50000,64,29,621497,1299539
runs,random_mixed_runs,50000,64,0,516732,962631
runs,random_mixed_runs,50000,64,1,514736,1005590
runs,random_mixed_runs,50000,64,2,512220,989225
runs,random_mixed_runs,50000,64,3,517465,936126
runs,random_mixed_runs,50000,64,4,515869,974643
runs,random_mixed_runs,50000,64,5,511069,959446
runs,random_mixed_runs,50000,64,6,512415,917698
runs,random_mixed_runs,50000,64,7,511976,1288354
runs,random_mixed_runs,50000,64,8,519363,951997
runs,random_mixed_runs,50000,64,9,517983,826203
runs,random_mixed_runs,50000,64,10,513291,827327
runs,random_mixed_runs,50000,64,11,514071,795995
runs,random_mixed_runs,50000,64,12,516788,804349
runs,random_mixed_runs,50000,64,13,516902,1153413
runs,random_mixed_runs,50000,64,14,515463,875665
runs,random_mixed_runs,50000,64,15,512794,793802
runs,random_mixed_runs,50000,64,16,519212,829025
runs,random_mixed_runs,50000,64,17,519263,828055
runs,random_mixed_runs,50000,64,18,516197,825420
runs,random_mixed_runs,50000,64,19,515795,793262
runs,random_mixed_runs,50000,64,20,511545,768817
runs,random_mixed_runs,50000,64,21,517303,824450
runs,random_mixed_runs,50000,64,22,517331,846658
runs,random_mixed_runs,50000,64,23,515980,856532
runs,random_mixed_runs,50000,64,24,514415,785712
runs,random_mixed_runs,50000,64,25,512690,911216
runs,random_mixed_runs,50000,64,26,516352,1061609
runs,random_mixed_runs,50000,64,27,517961,1083916
runs,random_mixed_runs,50000,64,28,515964,819095
runs,random_mixed_runs,50000,64,29,518041,745232
vanilla,full_random,100000,64,0,1542289,8942561
vanilla,full_random,100000,64,1,1542237,9453335
vanilla,full_random,100000,64,2,1542498,9027791
vanilla,full_random,100000,64,3,1542522,8334031
vanilla,full_random,100000,64,4,1542686,8458226
vanilla,full_random,100000,64,5,1542328,9531507
vanilla,full_random,100000,64,6,1542196,8837091
vanilla,full_random,100000,64,7,1542370,8711277
vanilla,full_random,100000,64,8,1542254,8087737
vanilla,full_random,100000,64,9,1542159,9185409
vanilla,full_random,100000,64,10,1542489,9196962
vanilla,full_random,100000,64,11,1542259,8817451
vanilla,full_random,100000,64,12,1542373,8034682
vanilla,full_random,100000,64,13,1542610,9181539
vanilla,full_random,100000,64,14,1542933,9417382
vanilla,full_random,100000,64,15,1542337,8882026
vanilla,full_random,100000,64,16,1542503,8085907
vanilla,full_random,100000,64,17,1542433,8081498
vanilla,full_random,100000,64,18,1542355,7963487
vanilla,full_random,100000,64,19,1542299,8041901
vanilla,full_random,100000,64,20,1542686,7988681
vanilla,full_random,100000,64,21,1542699,8521417
vanilla,full_random,100000,64,22,1542637,8609234
vanilla,full_random,100000,64,23,1542731,9163434
vanilla,full_random,100000,64,24,1542649,8353968
vanilla,full_random,100000,64,25,1542428,8237752
vanilla,full_random,100000,64,26,1542493,8014481
vanilla,full_random,100000,64,27,1542462,8110285
vanilla,full_random,100000,64,28,1542540,8046750
vanilla,full_random,100000,64,29,1542533,8579210
runs,full_random,100000,64,0,1618216,9505864
runs,full_random,100000,64,1,1617445,9400996
runs,full_random,100000,64,2,1617959,8234584
runs,full_random,100000,64,3,1618433,8534887
runs,full_random,100000,64,4,1618009,9641190
runs,full_random,100000,64,5,1617695,9079364
runs,full_random,100000,64,6,1617401,8259508
runs,full_random,100000,64,7,1618064,8069199
runs,full_random,100000,64,8,1617915,9451241
runs,full_random,100000,64,9,1617848,9039292
runs,full_random,100000,64,10,1618094,8574231
runs,full_random,100000,64,11,1617852,8172619
runs,full_random,100000,64,12,1618426,8090590
runs,full_random,100000,64,13,1618076,8562191
runs,full_random,100000,64,14,1618878,8756181
runs,full_random,100000,64,15,1617447,8707728
runs,full_random,100000,64,16,1618071,8549622
runs,full_random,100000,64,17,1617792,8284757
runs,full_random,100000,64,18,1618017,8144472
runs,full_random,100000,64,19,1617520,9560607
runs,full_random,100000,64,20,1618353,8844927
runs,full_random,100000,64,21,1618531,8619571
runs,full_random,100000,64,22,1618098,8232253
runs,full_random,100000,64,23,1618552,8230799
runs,full_random,100000,64,24,1618211,12571487
runs,full_random,100000,64,25,1617993,16242282
runs,full_random,100000,64,26,1618095,8652314
runs,full_random,100000,64,27,1618587,9349317
runs,full_random,100000,64,28,1618156,9045198
runs,full_random,100000,64,29,1617659,8837370
vanilla,random_asc_runs,100000,64,0,1343281,2256936
vanilla,random_asc_runs,100000,64,1,1342248,2378540
vanilla,random_asc_runs,100000,64,2,1344270,2937167
vanilla,random_asc_runs,100000,64,3,1344716,2752589
vanilla,random_asc_runs,100000,64,4,1340164,2898855
vanilla,random_asc_runs,100000,64,5,1343056,2877202
vanilla,random_asc_runs,100000,64,6,1340260,3028428
vanilla,random_asc_runs,100000,64,7,1346540,2920536
vanilla,random_asc_runs,100000,64,8,1338198,2793312
vanilla,random_asc_runs,100000,64,9,1342001,2870325
vanilla,random_asc_runs,100000,64,10,1343365,2624306
vanilla,random_asc_runs,100000,64,11,1341223,2305614
vanilla,random_asc_runs,100000,64,12,1341083,2322609
vanilla,random_asc_runs,100000,64,13,1340889,2249871
vanilla,random_asc_runs,100000,64,14,1344438,2282867
vanilla,random_asc_runs,100000,64,15,1340920,2266512
vanilla,random_asc_runs,100000,64,16,1342832,2442726
vanilla,random_asc_runs,100000,64,17,1341493,2952067
vanilla,random_asc_runs,100000,64,18,1340249,3005607
vanilla,random_asc_runs,100000,64,19,1343451,4015429
vanilla,random_asc_runs,100000,64,20,1344856,5191997
vanilla,random_asc_runs,100000,64,21,1342864,2619026
vanilla,random_asc_runs,100000,64,22,1341070,2788506
vanilla,random_asc_runs,100000,64,23,1340593,2779799
vanilla,random_asc_runs,100000,64,24,1340354,2890934
vanilla,random_asc_runs,100000,64,25,1344988,2456269
vanilla,random_asc_runs,100000,64,26,1343388,2261168
vanilla,random_asc_runs,100000,64,27,1340890,2303532
vanilla,random_asc_runs,100000,64,28,1345487,2360278
vanilla,random_asc_runs,100000,64,29,1343613,2350227
runs,random_asc_runs,100000,64,0,1091266,2052030
runs,random_asc_runs,100000,64,1,1093069,1810088
runs,random_asc_runs,100000,64,2,1096431,1723767
runs,random_asc_runs,100000,64,3,1094690,1756080
runs,random_asc_runs,100000,64,4,1089666,1671649
runs,random_asc_runs,100000,64,5,1090849,1736474
runs,random_asc_runs,100000,64,6,1091062,1651481
runs,random_asc_runs,100000,64,7,1098593,1736077
runs,random_asc_runs,100000,64,8,1086959,1668905
runs,random_asc_runs,100000,64,9,1088426,1809212
runs,random_asc_runs,100000,64,10,1093406,1769503
runs,random_asc_runs,100000,64,11,1090327,1743153
runs,random_asc_runs,100000,64,12,1091060,2048420
runs,random_asc_runs,100000,64,13,1089274,2035118
runs,random_asc_runs,100000,64,14,1094372,2283441
runs,random_asc_runs,100000,64,15,1090397,2314669
runs,random_asc_runs,100000,64,16,1090756,1990191
runs,random_asc_runs,100000,64,17,1091612,6764695
runs,random_asc_runs,100000,64,18,1091452,2015666
runs,random_asc_runs,100000,64,19,1094339,2011467
runs,random_asc_runs,100000,64,20,1094744,2061612
runs,random_asc_runs,100000,64,21,1094209,2090366
runs,random_asc_runs,100000,64,22,1091468,1795204
runs,random_asc_runs,100000,64,23,1089021,1737002
runs,random_asc_runs,100000,64,24,1088963,1689304
runs,random_asc_runs,100000,64,25,1098754,1703114
runs,random_asc_runs,100000,64,26,1096042,1772038
runs,random_asc_runs,100000,64,27,1092491,1637054
runs,random_asc_runs,100000,64,28,1095131,1709770
runs,random_asc_runs,100000,64,29,1090568,1705516
vanilla,random_desc_runs,100000,64,0,1342966,2446935
vanilla,random_desc_runs,100000,64,1,1344652,2819243
vanilla,random_desc_runs,100000,64,2,1342787,4842519
vanilla,random_desc_runs,100000,64,3,1342800,2246322
vanilla,random_desc_runs,100000,64,4,1337991,2655935
vanilla,random_desc_runs,100000,64,5,1341919,2438504
vanilla,random_desc_runs,100000,64,6,1343143,2738190
vanilla,random_desc_runs,100000,64,7,1340423,2397176
vanilla,random_desc_runs,100000,64,8,1343384,2851888
vanilla,random_desc_runs,100000,64,9,1339168,2473264
vanilla,random_desc_runs,100000,64,10,1341940,2102831
vanilla,random_desc_runs,100000,64,11,1343291,2285854
vanilla,random_desc_runs,100000,64,12,1343079,2204751
vanilla,random_desc_runs,100000,64,13,1343956,2198502
vanilla,random_desc_runs,100000,64,14,1341450,2213403
vanilla,random_desc_runs,100000,64,15,1346486,2435629
vanilla,random_desc_runs,100000,64,16,1342107,2151200
vanilla,random_desc_runs,100000,64,17,1342196,2213722
vanilla,random_desc_runs,100000,64,18,1340995,2213634
vanilla,random_desc_runs,100000,64,19,1340455,2227520
vanilla,random_desc_runs,100000,64,20,1339407,2122436
vanilla,random_desc_runs,100000,64,21,1341763,2285458
vanilla,random_desc_runs,100000,64,22,1341189,2195130
vanilla,random_desc_runs,100000,64,23,1342277,2244989
vanilla,random_desc_runs,100000,64,24,1343033,2644551
vanilla,random_desc_runs,100000,64,25,1343675,2922157
vanilla,random_desc_runs,100000,64,26,1342463,3834444
vanilla,random_desc_runs,100000,64,27,1343483,2553783
vanilla,random_desc_runs,100000,64,28,1341781,2375365
vanilla,random_desc_runs,100000,64,29,1343424,2591436
runs,random_desc_runs,100000,64,0,1092334,2209490
runs,random_desc_runs,100000,64,1,1097683,2136829
runs,random_desc_runs,100000,64,2,1093031,2159103
runs,random_desc_runs,100000,64,3,1093621,2187206
runs,random_desc_runs,100000,64,4,1085892,1793451
runs,random_desc_runs,100000,64,5,1092692,1795193
runs,random_desc_runs,100000,64,6,1091656,1769095
runs,random_desc_runs,100000,64,7,1087806,1794874
runs,random_desc_runs,100000,64,8,1097550,1808000
runs,random_desc_runs,100000,64,9,1088801,1778651
runs,random_desc_runs,100000,64,10,1091012,1896519
runs,random_desc_runs,100000,64,11,1093624,2584685
runs,random_desc_runs,100000,64,12,1092321,1927830
runs,random_desc_runs,100000,64,13,1093664,1801673
runs,random_desc_runs,100000,64,14,1093283,1782078
runs,random_desc_runs,100000,64,15,1097486,1953816
runs,random_desc_runs,100000,64,16,1089217,1711797
runs,random_desc_runs,100000,64,17,1092436,2201941
runs,random_desc_runs,100000,64,18,1090624,2132851
runs,random_desc_runs,100000,64,19,1087151,2293095
runs,random_desc_runs,100000,64,20,1091270,2178554
runs,random_desc_runs,100000,64,21,1090330,2024593
runs,random_desc_runs,100000,64,22,1091481,2123770
runs,random_desc_runs,100000,64,23,1094759,2202167
runs,random_desc_runs,100000,64,24,1091745,1847102
runs,random_desc_runs,100000,64,25,1094218,1977137
runs,random_desc_runs,100000,64,26,1092495,1800505
runs,random_desc_runs,100000,64,27,1090997,2120596
runs,random_desc_runs,100000,64,28,1092006,2105266
runs,random_desc_runs,100000,64,29,1093394,1796824
vanilla,random_mixed_runs,100000,64,0,1343703,2474466
vanilla,random_mixed_runs,100000,64,1,1342592,2349291
vanilla,random_mixed_runs,100000,64,2,1341652,2356664
vanilla,random_mixed_runs,100000,64,3,1342290,2189719
vanilla,random_mixed_runs,100000,64,4,1342319,2283010
vanilla,random_mixed_runs,100000,64,5,1343573,2688987
vanilla,random_mixed_runs,100000,64,6,1345295,2935624
vanilla,random_mixed_runs,100000,64,7,1344523,3082808
vanilla,random_mixed_runs,100000,64,8,1344551,2944396
vanilla,random_mixed_runs,100000,64,9,1344329,2506747
vanilla,random_mixed_runs,100000,64,10,1340632,2247844
vanilla,random_mixed_runs,100000,64,11,1342405,2707558
vanilla,random_mixed_runs,100000,64,12,1342857,3042361
vanilla,random_mixed_runs,100000,64,13,1342447,2876651
vanilla,random_mixed_runs,100000,64,14,1341924,2373503
vanilla,random_mixed_runs,100000,64,15,1342010,2289755
vanilla,random_mixed_runs,100000,64,16,1340784,2192970
vanilla,random_mixed_runs,100000,64,17,1342254,2427461
vanilla,random_mixed_runs,100000,64,18,1340113,2252262
vanilla,random_mixed_runs,100000,64,19,1345285,2249993
vanilla,random_mixed_runs,100000,64,20,1344399,2577048
vanilla,random_mixed_runs,100000,64,21,1346658,2382816
vanilla,random_mixed_runs,100000,64,22,1343236,2594648
vanilla,random_mixed_runs,100000,64,23,1347525,2383489
vanilla,random_mixed_runs,100000,64,24,1344037,2314739
vanilla,random_mixed_runs,100000,64,25,1343708,2337795
vanilla,random_mixed_runs,100000,64,26,1343794,2402025
vanilla,random_mixed_runs,100000,64,27,1346740,2390949
vanilla,random_mixed_runs,100000,64,28,1343892,2644882
vanilla,random_mixed_runs,100000,64,29,1343386,3026822
runs,random_mixed_runs,100000,64,0,1134743,2278415
runs,random_mixed_runs,100000,64,1,1133221,2202833
runs,random_mixed_runs,100000,64,2,1130861,1972200
runs,random_mixed_runs,100000,64,3,1128405,2266270
runs,random_mixed_runs,100000,64,4,1128150,2228104
runs,random_mixed_runs,100000,64,5,1133150,2265521
runs,random_mixed_runs,100000,64,6,1132782,2266998
runs,random_mixed_runs,100000,64,7,1133192,2207793
runs,random_mixed_runs,100000,64,8,1129419,2117785
runs,random_mixed_runs,100000,64,9,1129194,1876582
runs,random_mixed_runs,100000,64,10,1133367,1799601
runs,random_mixed_runs,100000,64,11,1128773,1885730
runs,random_mixed_runs,100000,64,12,1127302,1863864
runs,random_mixed_runs,100000,64,13,1136620,1887857
runs,random_mixed_runs,100000,64,14,1130041,1784723
runs,random_mixed_runs,100000,64,15,1129434,1876252
runs,random_mixed_runs,100000,64,16,1127301,2081163
runs,random_mixed_runs,100000,64,17,1136188,2270601
runs,random_mixed_runs,100000,64,18,1134594,2257310
runs,random_mixed_runs,100000,64,19,1133032,2398278
runs,random_mixed_runs,100000,64,20,1134042,2254952
runs,random_mixed_runs,100000,64,21,1136804,2352740
runs,random_mixed_runs,100000,64,22,1133346,2329485
runs,random_mixed_runs,100000,64,23,1136941,2228590
runs,random_mixed_runs,100000,64,24,1135352,2284532
runs,random_mixed_runs,100000,64,25,1135075,2272728
runs,random_mixed_runs,100000,64,26,1131924,2312624
runs,random_mixed_runs,100000,64,27,1134552,2016360
runs,random_mixed_runs,100000,64,28,1136685,1953860
runs,random_mixed_runs,100000,64,29,1135133,2176155
